Id,SalePrice
1461,117055.505584301
1462,156964.048564481
1463,177309.574294951
1464,194229.338005367
1465,196664.02060282
1466,171810.407546553
1467,175456.018163634
1468,165128.629174669
1469,202812.869975136
1470,113979.548868579
1471,202486.659902805
1472,105238.374587058
1473,101916.551424153
1474,155451.098913181
1475,118889.813995934
1476,323668.958019826
1477,253578.995049446
1478,288523.887309716
1479,281240.768877673
1480,403265.270358843
1481,315651.657924708
1482,222006.709309672
1483,182066.461152355
1484,167960.470227952
1485,195862.64862725
1486,200526.934464686
1487,292460.680970419
1488,244539.927791512
1489,187034.08574574
1490,206342.690731604
1491,195242.728333938
1492,98329.8594728567
1493,190882.957992637
1494,282468.001555045
1495,285077.512200099
1496,213041.094887463
1497,181426.311637127
1498,163411.075727467
1499,163191.810283137
1500,152868.732469052
1501,166726.258506466
1502,152627.205601765
1503,266058.511393353
1504,234591.075227349
1505,217603.978709157
1506,189897.007055813
1507,230967.770925744
1508,200675.4320655
1509,164620.747197398
1510,142079.105577656
1511,145618.269616744
1512,164725.811403322
1513,155810.909317573
1514,161390.847505671
1515,203073.690519836
1516,162711.653568333
1517,171610.200721127
1518,141521.658680912
1519,213669.2292239
1520,126109.805847625
1521,131476.276941974
1522,176051.072969041
1523,108957.878318119
1524,126022.710506975
1525,119786.525642754
1526,121005.568094381
1527,109229.615485348
1528,145322.132517345
1529,137305.216655005
1530,179713.646608629
1531,115100.622686606
1532,102706.277924911
1533,143460.294239192
1534,134661.060868553
1535,156831.001051449
1536,115352.460990478
1537,70411.4702684156
1538,162825.170878547
1539,198666.239087634
1540,112290.390314433
1541,150167.291176253
1542,137469.349819618
1543,183717.399667633
1544,84162.768357069
1545,120676.781706414
1546,136139.950914825
1547,126885.560712083
1548,133443.222959882
1549,117628.804182
1550,132614.122178117
1551,121468.625903747
1552,125382.803956038
1553,143252.287691516
1554,120844.825687752
1555,158706.321311551
1556,97696.2918146571
1557,113616.592983542
1558,105145.471435853
1559,89217.6082683003
1560,141229.523965064
1561,128066.578342002
1562,127251.644503609
1563,115077.411174493
1564,161028.062740155
1565,148353.762566594
1566,232559.907013309
1567,82988.8853529126
1568,210869.944410766
1569,124346.303997528
1570,146108.539338302
1571,130230.143656125
1572,140259.106525776
1573,242959.868979046
1574,128727.780800574
1575,215668.807032861
1576,243947.317177201
1577,185214.183744953
1578,149809.249244471
1579,143714.010001852
1580,200384.479018977
1581,145073.360438355
1582,124583.889049168
1583,294716.688635358
1584,216543.234980685
1585,141816.360069448
1586,71862.1192488624
1587,108955.557083932
1588,139736.864856848
1589,105691.128758843
1590,143441.127690875
1591,92849.5275476903
1592,124592.672286123
1593,127027.520601211
1594,124297.569765897
1595,111988.636571666
1596,212473.078564309
1597,181886.363964485
1598,216439.519505447
1599,182659.825938351
1600,179088.460737542
1601,62937.4532945067
1602,118155.409260732
1603,93938.2512343335
1604,239118.255643767
1605,261198.235108573
1606,176267.815993495
1607,188113.154670126
1608,223051.183795643
1609,186716.346473954
1610,148175.10644844
1611,148303.43235314
1612,164741.116764351
1613,162860.673675595
1614,118108.459400302
1615,91896.1865180662
1616,83412.783807019
1617,97029.9538355834
1618,123359.320100719
1619,134421.48692277
1620,159526.44342728
1621,145579.210667761
1622,136844.999246368
1623,262456.882445452
1624,210144.273852988
1625,123849.643961849
1626,175806.221764272
1627,187650.991433814
1628,284643.256545091
1629,191083.83858919
1630,304751.517826552
1631,213676.048675484
1632,239581.670004275
1633,181987.301261378
1634,187918.321652414
1635,178740.565544041
1636,160618.354426598
1637,180736.519037709
1638,200895.815171684
1639,194260.217492084
1640,250444.569939888
1641,195207.208428306
1642,220497.733771429
1643,219239.92046301
1644,231550.318330332
1645,179056.569353646
1646,161742.183695398
1647,174841.65207234
1648,129806.762241907
1649,131142.612815804
1650,114221.060948252
1651,121448.447972331
1652,107031.68865335
1653,108137.077876611
1654,150488.381967615
1655,147530.716900151
1656,149159.264112296
1657,151620.282054886
1658,151702.629997598
1659,125180.612454632
1660,158602.316576901
1661,375598.823155328
1662,357180.161214235
1663,338186.564342093
1664,429304.359195253
1665,289655.486206267
1666,312557.825293115
1667,336792.830133525
1668,311511.958573603
1669,291321.067136745
1670,322052.764695748
1671,253611.245215002
1672,376056.781023036
1673,281962.527083033
1674,256053.328036084
1675,197865.903078116
1676,193422.50713735
1677,222813.240964461
1678,413907.322106581
1679,334125.370958319
1680,298650.128373514
1681,240355.196987767
1682,297374.555615626
1683,193700.494330188
1684,186619.007750825
1685,175332.545308133
1686,178028.533290815
1687,181130.228410021
1688,196387.587061199
1689,197316.820764079
1690,202337.588487394
1691,191462.56850938
1692,264915.379045919
1693,179693.366706773
1694,180271.511891162
1695,172699.259825009
1696,266109.235291852
1697,176679.727132747
1698,319607.325902434
1699,290096.052275582
1700,232886.605382817
1701,261604.602339614
1702,244647.561062723
1703,246914.390835894
1704,275327.653390065
1705,228807.300035701
1706,332928.471869707
1707,197939.33920145
1708,194539.59901977
1709,265734.034422683
1710,220188.313813544
1711,257824.407250424
1712,246340.906156835
1713,253656.432225635
1714,215901.190451037
1715,201274.486686838
1716,187071.50945128
1717,180654.33404458
1718,141144.988377452
1719,203758.542339559
1720,249379.679923469
1721,175740.079690769
1722,130586.015073118
1723,157555.563289225
1724,211676.130593686
1725,230929.479265981
1726,180894.963527833
1727,165201.09211928
1728,183027.158384632
1729,163572.34697977
1730,169838.1518458
1731,123788.488011106
1732,121484.735930203
1733,113126.018617755
1734,122166.608860656
1735,129782.576715624
1736,111515.00087649
1737,305954.261405623
1738,234781.456775225
1739,248367.700561645
1740,196324.345065464
1741,181378.939294503
1742,167019.526232455
1743,179427.694327579
1744,274314.601869338
1745,209187.987948781
1746,217942.067501483
1747,215779.467129399
1748,210547.914395096
1749,149268.617397651
1750,143180.373297348
1751,243818.437880263
1752,116360.177539829
1753,148233.213778728
1754,205834.971111901
1755,172453.223722246
1756,119299.464598114
1757,115048.909186951
1758,145686.422963914
1759,167382.593592753
1760,160444.001763819
1761,153541.40567222
1762,167663.179758852
1763,185476.943501857
1764,114272.383952804
1765,179840.601954753
1766,177295.631890715
1767,215053.277010107
1768,134006.669104143
1769,183153.632235412
1770,149206.363251581
1771,126044.33708972
1772,135737.537348752
1773,122094.480726743
1774,154348.587756907
1775,135880.052794712
1776,127362.837407501
1777,108574.290759819
1778,139207.343198898
1779,112717.293039685
1780,184892.845227837
1781,127478.350137747
1782,82557.4362537832
1783,140896.148653132
1784,102901.883350781
1785,116630.560673462
1786,144424.296131841
1787,176025.223172911
1788,59518.192881404
1789,105145.230443891
1790,77970.7502325844
1791,192560.696726752
1792,156797.746785756
1793,147567.456821445
1794,159320.394344125
1795,137953.740667289
