Id,SalePrice
1461,117322.540729297
1462,157058.642461597
1463,180507.214759862
1464,196463.319727543
1465,203069.777557783
1466,172233.71164483
1467,178415.607327451
1468,164372.105731651
1469,204181.221252918
1470,114224.79565125
1471,201050.968655824
1472,102388.012152174
1473,99805.3005632645
1474,153159.178427595
1475,114776.29739663
1476,333312.641771938
1477,259863.107847388
1478,285019.640206867
1479,283181.356284783
1480,420371.005908995
1481,329976.28526186
1482,225169.769329259
1483,181888.586417419
1484,165477.344940317
1485,196488.340816102
1486,198417.301636739
1487,304730.501048288
1488,241859.295292937
1489,189511.335314172
1490,212142.918654768
1491,194696.612927118
1492,96626.0022815655
1493,194966.311011792
1494,290067.935199792
1495,293296.701859574
1496,216655.359623423
1497,178774.79250809
1498,162069.200749773
1499,162466.8609316
1500,153753.390406301
1501,168202.323411909
1502,150555.675313226
1503,270140.867942635
1504,236207.324331452
1505,220343.237088818
1506,192885.978633357
1507,235720.066381497
1508,202833.208386314
1509,163216.347608227
1510,142260.593079302
1511,146101.297645159
1512,169487.031312964
1513,153602.222044818
1514,160538.186936785
1515,201675.373609387
1516,159828.482406146
1517,176251.040618718
1518,136548.81811254
1519,213556.395685418
1520,125262.480077813
1521,130879.953924327
1522,177832.217939483
1523,108062.87949199
1524,125633.916515601
1525,119000.222603814
1526,120689.943417068
1527,110278.641059359
1528,143125.431639349
1529,141460.155452416
1530,180320.913983032
1531,114284.225919442
1532,101811.751882841
1533,143732.720687234
1534,131350.599226574
1535,153127.484618083
1536,112482.753853565
1537,68860.1730604733
1538,161387.885470278
1539,199078.875670712
1540,104547.734124899
1541,145923.875045063
1542,136580.943816607
1543,179792.294434416
1544,84553.6546184235
1545,119839.914215044
1546,136301.542091717
1547,124446.137624405
1548,132885.426497916
1549,117548.976216874
1550,132968.489900391
1551,117149.70577774
1552,126672.041549428
1553,146170.943054482
1554,118326.867785587
1555,159302.578091054
1556,93560.4644438763
1557,111696.23795333
1558,102552.001604737
1559,85155.8748694092
1560,139452.686684933
1561,126044.869179061
1562,128382.865041144
1563,115690.354459042
1564,159214.381220535
1565,148298.972152751
1566,237655.408521922
1567,80786.6533409544
1568,217157.734143184
1569,124663.482586596
1570,144711.190576995
1571,128889.639809055
1572,139124.17883893
1573,235601.035816962
1574,124606.666625837
1575,217993.381852411
1576,249981.958962948
1577,181981.133845839
1578,151223.663024693
1579,144594.677575017
1580,197509.072268443
1581,151351.160916156
1582,123881.92475747
1583,293864.940684135
1584,215979.52429311
1585,140667.125582203
1586,68595.4037350879
1587,107702.632926096
1588,140989.06327794
1589,103577.133986478
1590,138452.205605444
1591,91229.5931444698
1592,124169.88504367
1593,126773.164854939
1594,121597.089695278
1595,108039.079522106
1596,217819.968006753
1597,185571.26297798
1598,223439.364840278
1599,180972.57752434
1600,175341.341474577
1601,61841.089006169
1602,114748.162449792
1603,92325.665154413
1604,245759.169502363
1605,257470.765735392
1606,176025.165715005
1607,183868.913435106
1608,221495.830953089
1609,186947.918625243
1610,149482.279801395
1611,147356.792421506
1612,165373.744048863
1613,165211.052093036
1614,122584.356189572
1615,93938.0967267168
1616,82716.740305917
1617,96708.3212185547
1618,122933.893765475
1619,135239.546010247
1620,159885.754648656
1621,144923.922060003
1622,137480.537547791
1623,266341.609637935
1624,215736.700704708
1625,121330.431703723
1626,175622.452293968
1627,188100.277222627
1628,283217.086380495
1629,189866.800586702
1630,320938.209741011
1631,222730.707680345
1632,249583.185626125
1633,181333.189718786
1634,189847.745351613
1635,179244.444543934
1636,158664.634786914
1637,186696.580218657
1638,196694.850492899
1639,194823.27090426
1640,249003.364413654
1641,193945.942407896
1642,223122.479885516
1643,214103.761046017
1644,231131.259493302
1645,183175.171393869
1646,162618.517242435
1647,171670.822520128
1648,128633.822051174
1649,134164.328538822
1650,115293.070049604
1651,123064.864401657
1652,104278.195535099
1653,106218.660697378
1654,147549.777061533
1655,141389.412015683
1656,145578.591293784
1657,148589.258072879
1658,149302.685234645
1659,120590.817940859
1660,160350.245676544
1661,382584.407804449
1662,367927.089316463
1663,342770.214789502
1664,438449.911469859
1665,289469.214984377
1666,324952.809484434
1667,349647.710019713
1668,315961.931277612
1669,294179.647136347
1670,325284.913557237
1671,262286.72851883
1672,382857.137929849
1673,290378.814445617
1674,258007.520022425
1675,203945.653033148
1676,201693.327524592
1677,229789.412348515
1678,425834.907932501
1679,350211.459098406
1680,308298.866093315
1681,239694.105348371
1682,309370.603857863
1683,196282.188051956
1684,182283.549754371
1685,175581.548338026
1686,174909.359276149
1687,179577.67655594
1688,194377.480532446
1689,196477.578162172
1690,201759.53596341
1691,191446.046098451
1692,260273.026876622
1693,175451.177052812
1694,181181.85602086
1695,169607.5029651
1696,263916.246324411
1697,174813.284167862
1698,330352.242153759
1699,299383.818885978
1700,243154.639155529
1701,271195.750282131
1702,239869.335073726
1703,242988.940915783
1704,274317.885479428
1705,228278.137166625
1706,275844.610924327
1707,200606.576945424
1708,194886.112299392
1709,261773.785888929
1710,217508.720235095
1711,258492.971717705
1712,247706.254630733
1713,255794.828227487
1714,218378.439857861
1715,202947.989377684
1716,184170.23031146
1717,178959.51455871
1718,138839.056859219
1719,205507.11157015
1720,246390.573447694
1721,171166.488281277
1722,128905.89468978
1723,157544.854011072
1724,210776.752562411
1725,232597.949695431
1726,184282.788784045
1727,164006.915027416
1728,180645.1505488
1729,164085.054009814
1730,164187.832107227
1731,123490.779130238
1732,121496.9177677
1733,112198.650491266
1734,123374.213655054
1735,130204.268020896
1736,109831.401181899
1737,304748.581837333
1738,247715.528290912
1739,239731.425654801
1740,202420.608628688
1741,182383.123584294
1742,168169.310749385
1743,179860.191848609
1744,282443.867293758
1745,210422.840764518
1746,210414.260014276
1747,215158.204491536
1748,213224.554168637
1749,148023.899438922
1750,138550.028887289
1751,249226.630604378
1752,115689.824955268
1753,148156.483040202
1754,205062.797410261
1755,172539.717547938
1756,121564.426240601
1757,115623.158935525
1758,145631.698249621
1759,168808.32002638
1760,163953.481251922
1761,155399.382542119
1762,168477.478998566
1763,187910.73757695
1764,114952.564676449
1765,173122.874955933
1766,181299.986721744
1767,220657.801883798
1768,136482.615864591
1769,180162.261514043
1770,152172.408286816
1771,127448.841544336
1772,135630.39554207
1773,123253.962221115
1774,151082.113996353
1775,137643.760915069
1776,127038.720108753
1777,108326.665598267
1778,141647.630916407
1779,114861.909283992
1780,181255.457914287
1781,127546.718107198
1782,82738.6936634216
1783,141492.063691677
1784,104868.62750599
1785,116891.358949784
1786,141161.017605163
1787,173105.175610181
1788,60322.0274793511
1789,102791.020365565
1790,79125.3104257354
1791,184915.270651854
